STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT03
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-16,,,1.8,,,20,15,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-17,,,0,,,21.1,13.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-18,,,0.5,,,21.1,15.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-19,,,0,,,21.7,13.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-20,,,0,,,26.1,15,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-21,,,0,,,28.9,15.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-22,,,0,,,20,13.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-23,,,0,,,25,13.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-24,,,0,,,32.2,16.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-25,,,0,,,34.4,17.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-26,,,0,,,25,15.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-27,,,0.8,,,17.8,13.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-28,,,0,,,17.2,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-29,,,0,,,17.8,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-09-30,,,0,,,16.7,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-01,,,0,0,0,17.8,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-02,,,0,0,0,20.6,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-03,,,0,0,0,17.2,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-04,,,0,0,0,20.6,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-05,,,0,0,0,23.9,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-06,,,0,0,0,28.3,14.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-07,,,0,0,0,28.3,16.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-08,,,0,0,0,24.4,13.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-09,,,0,0,0,18.3,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-10,,,0,0,0,24.4,15.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-11,,,0,0,0,25.6,12.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-12,,,0,0,0,25,12.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-13,,,0,0,0,16.7,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-14,,,0,0,0,16.7,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-15,,,0,0,0,20,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-16,,,0,0,0,17.2,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-17,,,0.3,0,0,17.2,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-18,,,0,0,0,17.8,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-19,,,0,0,0,18.3,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-20,,,0,0,0,20,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-21,,,0,0,0,25,13.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-22,,,0,0,0,27.2,15,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-23,,,0,0,0,28.3,15.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-24,,,0,0,0,30.6,17.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-25,,,0,0,0,30,17.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-26,,,0,0,0,22.2,12.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-27,,,0,0,0,19.4,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-28,,,0,0,0,20.6,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-29,,,0,0,0,21.1,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-30,,,0,0,0,19.4,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-10-31,,,0,0,0,21.1,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-01,,,0,,,22.2,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-02,,,0,,,22.8,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-03,,,0,,,24.4,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-04,,,0,,,21.7,9.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-05,,,0,,,17.8,8.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-06,,,0,,,15.6,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-07,,,0,,,15.6,9.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-08,,,0,,,15.6,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-09,,,0,,,17.2,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-10,,,0,,,17.8,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-11,,,0,,,24.4,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-12,,,0,,,20.6,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-13,,,0,,,13.9,9.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-14,,,0.5,,,16.1,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-15,,,0,,,17.8,12.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-16,,,0,,,20,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-17,,,0,,,22.8,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-18,,,0,,,23.3,12.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-19,,,0,,,15.6,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-20,,,0,,,18.9,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-21,,,0,,,17.2,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-22,,,0,,,17.8,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-23,,,0,,,19.4,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-24,,,0,,,18.9,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-25,,,0,,,17.2,9.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-26,,,24.9,,,12.2,7.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-27,,,4.1,,,11.1,7.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-28,,,3.6,,,8.9,5.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-29,,,0.3,,,11.7,5.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-11-30,,,3.8,,,11.1,6.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-01,,,5.1,,,12.8,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-02,,,6.9,,,14.4,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-03,,,0.3,,,16.1,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-04,,,5.3,,,14.4,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-05,,,0.3,,,15,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-06,,,7.9,,,17.2,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-07,,,23.6,,,16.7,12.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-08,,,4.1,,,15,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-09,,,0,,,13.3,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-10,,,4.3,,,14.4,10.6,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-11,,,5.6,,,14.4,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-12,,,1.8,,,15.6,13.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-13,,,1.8,,,14.4,11.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-14,,,1.5,,,13.3,9.4,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-15,,,0,,,13.3,8.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-16,,,0,,,13.9,7.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-17,,,0,,,13.9,8.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-18,,,21.8,,,12.2,8.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-19,,,0.8,,,15,11.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-20,,,0,,,15,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-21,,,0,,,16.1,10,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-22,,,11.7,,,13.3,8.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-23,,,0,,,12.8,7.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-24,,,0,,,11.7,6.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-25,,,8.9,,,11.1,7.8,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-26,,,0,,,13.9,7.2,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-27,,,0,,,14.4,6.1,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-28,,,0,,,15,6.7,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-29,,,13,,,12.2,8.9,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-30,,,0.3,,,15.6,8.3,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2019-12-31,,,0,,,17.2,7.8,,
